"","SpecCode.x","Species","ComName"
"2244",1458,"Spratelloides gracilis","Silver sprat"
"2245",1458,"Spratelloides gracilis","Silver stripe round herring"
"2246",1458,"Spratelloides gracilis","Slender sprat"
"2247",1458,"Spratelloides gracilis","Slender roundherring"
"2248",1458,"Spratelloides gracilis","Striped round herring"
"2249",5993,"Parupeneus multifasciatus","Banded goatfish"
"2250",5993,"Parupeneus multifasciatus","Doublebar goatfish"
"2251",5993,"Parupeneus multifasciatus","Five-barred goatfish"
"2252",5993,"Parupeneus multifasciatus","Goatfish"
"2253",5993,"Parupeneus multifasciatus","Manybar goatfish"
"2254",5993,"Parupeneus multifasciatus","Multibar goatfish"
"2255",5993,"Parupeneus multifasciatus","Multibarred goatfish"
"2256",7198,"Amblygobius phalaena","Banded goby"
"2257",7198,"Amblygobius phalaena","Brown-barred goby"
"2258",7198,"Amblygobius phalaena","Whitebarred goby"
"2259",7198,"Amblygobius phalaena","White-barred goby"
"2260",7198,"Amblygobius phalaena","White-spotted goby"
"2261",4464,"Gnathanodon speciosus","Banded horse mackerel"
"2262",4464,"Gnathanodon speciosus","Banded trevally"
"2263",4464,"Gnathanodon speciosus","Golden fish"
"2264",4464,"Gnathanodon speciosus","Golden horsmackerel"
"2265",4464,"Gnathanodon speciosus","Golden jack"
"2266",4464,"Gnathanodon speciosus","Golden kingfish"
"2267",4464,"Gnathanodon speciosus","Golden toothless trevally"
"2268",4464,"Gnathanodon speciosus","Golden trevally"
"2269",4464,"Gnathanodon speciosus","Horse mackerel"
"2270",4464,"Gnathanodon speciosus","Jack"
"2271",4464,"Gnathanodon speciosus","Kelat"
"2272",4464,"Gnathanodon speciosus","King fish"
"2273",4464,"Gnathanodon speciosus","King trevally"
"2274",4464,"Gnathanodon speciosus","Trevally"
"2275",4464,"Gnathanodon speciosus","Yellow jack fish"
"2276",4464,"Gnathanodon speciosus","Yellow ulua"
"2277",5110,"Dascyllus aruanus","Banded humbug"
"2278",5110,"Dascyllus aruanus","Black and white damselfish"
"2279",5110,"Dascyllus aruanus","Common humbug"
"2280",5110,"Dascyllus aruanus","Damselfish"
"2281",5110,"Dascyllus aruanus","Humbug"
"2282",5110,"Dascyllus aruanus","Humbug damselfish"
"2283",5110,"Dascyllus aruanus","Humbug dascyllus"
"2284",5110,"Dascyllus aruanus","Three-stripe damsel"
"2285",5110,"Dascyllus aruanus","Threestripe damselfish"
"2286",5110,"Dascyllus aruanus","Three-striped damsel"
"2287",5110,"Dascyllus aruanus","White-tailed damselfish"
"2288",5110,"Dascyllus aruanus","White-tailed footballer"
"2289",5110,"Dascyllus aruanus","White tailed damsel"
"2290",5110,"Dascyllus aruanus","White tailed damselfish"
"2291",5110,"Dascyllus aruanus","Whitetail dascyllus"
"2292",5110,"Dascyllus aruanus","Zebra humbug"
"2293",4914,"Pterois antennata","Banded lionfish"
"2294",4914,"Pterois antennata","Broadbarred firefish"
"2295",4914,"Pterois antennata","Broadbarred lionfish"
"2296",4914,"Pterois antennata","Ragged-finned firefish"
"2297",4914,"Pterois antennata","Ragged-finned lion fish"
"2298",4914,"Pterois antennata","Ragged-finned scorpionfish"
"2299",4914,"Pterois antennata","Rough-scaled firefish"
"2300",4914,"Pterois antennata","Scorpion miles"
"2301",4914,"Pterois antennata","Spotfin lionfish"
"2302",4914,"Pterois antennata","Spotfish lion fish"
"2303",12620,"Synodus dermatogenys","Banded lizardfish"
"2304",12620,"Synodus dermatogenys","Clearfin lizardfish"
"2305",12620,"Synodus dermatogenys","Grey-streak lizardfish"
"2306",12620,"Synodus dermatogenys","Sand lizardfish"
"2307",12620,"Synodus dermatogenys","Two-spot lizardfish"
"2308",12620,"Synodus dermatogenys","Variegated lizardfish"
"2309",1315,"Strongylura leiura","Banded long-tom"
"2310",1315,"Strongylura leiura","Banded needle fish"
"2311",1315,"Strongylura leiura","Banded needlefish"
"2312",1315,"Strongylura leiura","Common longtom"
"2313",1315,"Strongylura leiura","Garfish"
"2314",1315,"Strongylura leiura","Hornpike long tom"
"2315",1315,"Strongylura leiura","Hornpike long-tom"
"2316",1315,"Strongylura leiura","Littoral needle fish"
"2317",1315,"Strongylura leiura","Littoral needlefish"
"2318",1315,"Strongylura leiura","Needlefish"
"2319",1315,"Strongylura leiura","Pike fish"
"2320",1315,"Strongylura leiura","Slender longtom"
"2321",1315,"Strongylura leiura","Square-tail alligator gar"
"2322",1315,"Strongylura leiura","Yellowfin needlefish"
"2323",5389,"Echidna polyzona","Banded moray"
"2324",5389,"Echidna polyzona","Barred moray"
"2325",5389,"Echidna polyzona","Dark-banded eel"
"2326",5389,"Echidna polyzona","Girdled moray"
"2327",5389,"Echidna polyzona","Girdled reef eel"
"2328",5389,"Echidna polyzona","Many banded moray eel"
"2329",5389,"Echidna polyzona","Ringed moray"
"2330",5389,"Echidna polyzona","Ringed reef moray"
"2331",5389,"Echidna polyzona","Striped moray"
"2332",5389,"Echidna polyzona","Zebra eel"
"2333",5396,"Gymnothorax rueppelliae","Banded moray"
"2334",5396,"Gymnothorax rueppelliae","Banded reef-eel"
"2335",5396,"Gymnothorax rueppelliae","Black barred eel"
"2336",5396,"Gymnothorax rueppelliae","R<fc>ppell's moray"
"2337",5396,"Gymnothorax rueppelliae","R<fc>ppell's moray eel"
"2338",5396,"Gymnothorax rueppelliae","Yellow-headed moray"
"2339",5396,"Gymnothorax rueppelliae","Yellow-headed moray eel"
"2340",6494,"Gymnothorax enigmaticus","Banded moray"
"2341",6494,"Gymnothorax enigmaticus","Enigmatic moray"
"2342",6494,"Gymnothorax enigmaticus","Tiger moray"
"2343",5959,"Corythoichthys flavofasciatus","Banded pipefish"
"2344",5959,"Corythoichthys flavofasciatus","Network pipefish"
"2345",5959,"Corythoichthys flavofasciatus","Reticulate pipefish"
"2346",5959,"Corythoichthys flavofasciatus","Reticulated pipefish"
"2347",5959,"Corythoichthys flavofasciatus","Yellowbanded pipefish"
"2348",5972,"Dunckerocampus dactyliophorus","Banded pipefish"
"2349",5972,"Dunckerocampus dactyliophorus","Pipefish"
"2350",5972,"Dunckerocampus dactyliophorus","Ringed pipefish"
"2351",7208,"Cryptocentrus cinctus","Banded prawn goby"
"2352",7208,"Cryptocentrus cinctus","Yellow prawn-goby"
"2353",7208,"Cryptocentrus cinctus","Yellow shrimp goby"
"2354",7208,"Cryptocentrus cinctus","Yellow shrimp-goby"
"2355",5666,"Paracentropyge multifasciata","Banded pygmy-angelfish"
"2356",5666,"Paracentropyge multifasciata","Barred angelfish"
"2357",5666,"Paracentropyge multifasciata","Many banded angelfish"
"2358",5666,"Paracentropyge multifasciata","Many-banded angelfish"
"2359",5666,"Paracentropyge multifasciata","Multibarred angelfish"
"2360",5666,"Paracentropyge multifasciata","Multi-barred angelfish"
"2361",5666,"Paracentropyge multifasciata","Multibanded angelfish"
"2362",5666,"Paracentropyge multifasciata","Multibar angelfish"
"2363",5348,"Epinephelus fasciatus","Banded reef cod"
"2364",5348,"Epinephelus fasciatus","Banded rock cod"
"2365",5348,"Epinephelus fasciatus","Black tipped cod"
"2366",5348,"Epinephelus fasciatus","Blacktip grouper"
"2367",5348,"Epinephelus fasciatus","Blacktip rockcod"
"2368",5348,"Epinephelus fasciatus","Blacktipped cod"
"2369",5348,"Epinephelus fasciatus","Black-tipped cod"
"2370",5348,"Epinephelus fasciatus","Black-tipped grouper"
"2371",5348,"Epinephelus fasciatus","Black-tipped rockcod"
"2372",5348,"Epinephelus fasciatus","Black-tipped rock-cod"
"2373",5348,"Epinephelus fasciatus","Dungat grouper"
"2374",5348,"Epinephelus fasciatus","Footballer cod"
"2375",5348,"Epinephelus fasciatus","Golden grouper"
"2376",5348,"Epinephelus fasciatus","Grouper"
"2377",5348,"Epinephelus fasciatus","Red banded grouper"
"2378",5348,"Epinephelus fasciatus","Red banned grouper"
"2379",5348,"Epinephelus fasciatus","Redbanded grouper"
"2380",5348,"Epinephelus fasciatus","Red-banded grouper"
"2381",5348,"Epinephelus fasciatus","Red-barred cod"
"2382",5348,"Epinephelus fasciatus","Redbarred rockcod"
"2383",5348,"Epinephelus fasciatus","Red-barred rockcod"
"2384",5348,"Epinephelus fasciatus","Reef cod"
"2385",5348,"Epinephelus fasciatus","Rock cod"
"2386",5348,"Epinephelus fasciatus","Rockcod"
"2387",5348,"Epinephelus fasciatus","Scarlet rock-cod"
"2388",5348,"Epinephelus fasciatus","Scarlet sea bass"
"2389",5348,"Epinephelus fasciatus","Sea bass"
"2390",5348,"Epinephelus fasciatus","Seabass"
"2391",5348,"Epinephelus fasciatus","Stone bass"
"2392",5348,"Epinephelus fasciatus","Striped grouper"
"2393",5348,"Epinephelus fasciatus","Weathered rock-cod"
"2394",7221,"Priolepis cincta","Banded reef goby"
"2395",7221,"Priolepis cincta","Banded reef-goby"
"2396",7221,"Priolepis cincta","Convict goby"
"2397",7221,"Priolepis cincta","Girdled goby"
"2398",7221,"Priolepis cincta","Girdled reefgoby"
"2399",7221,"Priolepis cincta","Goby"
"2400",7221,"Priolepis cincta","Pacific convict goby"
"2401",6468,"Epinephelus lanceolatus","Banded rockcod"
"2402",6468,"Epinephelus lanceolatus","Bridlebass"
"2403",6468,"Epinephelus lanceolatus","Brindle bass"
"2404",6468,"Epinephelus lanceolatus","Brindle grouper"
"2405",6468,"Epinephelus lanceolatus","Brindlebass"
"2406",6468,"Epinephelus lanceolatus","Coral cod"
"2407",6468,"Epinephelus lanceolatus","Dragon grouper"
"2408",6468,"Epinephelus lanceolatus","Giant grouper"
"2409",6468,"Epinephelus lanceolatus","Groper"
"2410",6468,"Epinephelus lanceolatus","Grouper"
"2411",6468,"Epinephelus lanceolatus","Mottled-brown sea bass"
"2412",6468,"Epinephelus lanceolatus","Queensland groper"
"2413",6468,"Epinephelus lanceolatus","Queensland grouper"
"2414",6468,"Epinephelus lanceolatus","Reef cod"
"2415",6468,"Epinephelus lanceolatus","Rock cod"
"2416",6468,"Epinephelus lanceolatus","Rockcod"
"2417",6468,"Epinephelus lanceolatus","Sea bass"
"2418",5687,"Abudefduf septemfasciatus","Banded sergeant"
"2419",5687,"Abudefduf septemfasciatus","Narrow-banded sergeant-major"
"2420",5687,"Abudefduf septemfasciatus","Sergeants"
"2421",5687,"Abudefduf septemfasciatus","Seven-band sergeant"
"2422",5687,"Abudefduf septemfasciatus","Seven-banded sergeant major"
"2423",5687,"Abudefduf septemfasciatus","Seven-banded sergeant-major"
"2424",5687,"Abudefduf septemfasciatus","Sevenbar damsel"
"2425",7473,"Leiuranus semicinctus","Banded snake eel"
"2426",7473,"Leiuranus semicinctus","Culverin"
"2427",7473,"Leiuranus semicinctus","Halfbanded snake eel"
"2428",7473,"Leiuranus semicinctus","Half-banded snake eel"
"2429",7473,"Leiuranus semicinctus","Halfbanded snake-eel"
"2430",7473,"Leiuranus semicinctus","Saddled snake eel"
"2431",7473,"Leiuranus semicinctus","Saddled snake-eel"
"2432",8053,"Myrichthys colubrinus","Banded snake eel"
"2433",8053,"Myrichthys colubrinus","Barred snake eel"
"2434",8053,"Myrichthys colubrinus","Broadnose worm eel"
"2435",8053,"Myrichthys colubrinus","Harlequin snake eel"
"2436",8053,"Myrichthys colubrinus","Ringed snake eel"
"2437",8053,"Myrichthys colubrinus","Ringed snake-eel"
"2438",5635,"Hemigymnus fasciatus","Banded thicklip"
"2439",5635,"Hemigymnus fasciatus","Barred thicklip"
"2440",5635,"Hemigymnus fasciatus","Barred thicklip wrasse"
"2441",5635,"Hemigymnus fasciatus","Barred wrasse"
"2442",5635,"Hemigymnus fasciatus","Fiveband wrasse"
"2443",5635,"Hemigymnus fasciatus","Five-banded wrasse"
"2444",5635,"Hemigymnus fasciatus","Wrasse"
"2445",6544,"Canthigaster valentini","Banded toby"
"2446",6544,"Canthigaster valentini","Black saddled toby"
"2447",6544,"Canthigaster valentini","Black-saddled toby"
"2448",6544,"Canthigaster valentini","Model toby"
"2449",6544,"Canthigaster valentini","Saddleback pufferfish"
"2450",6544,"Canthigaster valentini","Saddled pufferfish"
"2451",6544,"Canthigaster valentini","Sharpnose puffer fish"
"2452",6544,"Canthigaster valentini","Valentinni's sharpnose puffer"
"2453",6544,"Canthigaster valentini","Valentin's sharpnose puffer"
"2454",6019,"Naso annulatus","Banded unicornfish"
"2455",6019,"Naso annulatus","Long-horn unicorn fish"
"2456",6019,"Naso annulatus","Nosefish"
"2457",6019,"Naso annulatus","Ringtailed unicornfish"
"2458",6019,"Naso annulatus","Surgeonfish"
"2459",6019,"Naso annulatus","Unicornfish"
"2460",6019,"Naso annulatus","White margin unicornfish"
"2461",6019,"Naso annulatus","Whitemargin"
"2462",6019,"Naso annulatus","Whitemargin surgeonfish"
"2463",6019,"Naso annulatus","Whitemargin unicorn"
"2464",6019,"Naso annulatus","White-margin unicorn"
"2465",6019,"Naso annulatus","Whitemargin unicornfish"
"2466",5507,"Himantura uarnak","Banded whiptail stingray"
"2467",5507,"Himantura uarnak","Black-spotted whipray"
"2468",5507,"Himantura uarnak","Coachwhip ray"
"2469",5507,"Himantura uarnak","Honeycomb"
"2470",5507,"Himantura uarnak","Honeycomb ray"
"2471",5507,"Himantura uarnak","Honeycomb stingray"
"2472",5507,"Himantura uarnak","Honeycomb whipray"
"2473",5507,"Himantura uarnak","Honeycombed stingray"
"2474",5507,"Himantura uarnak","Leopard ray"
"2475",5507,"Himantura uarnak","Leopard stingray"
"2476",5507,"Himantura uarnak","Longtail ray"
"2477",5507,"Himantura uarnak","Longtail stingray"
"2478",5507,"Himantura uarnak","Longtailed ray"
"2479",5507,"Himantura uarnak","Lontail ray"
"2480",5507,"Himantura uarnak","Marbled sting ray"
"2481",5507,"Himantura uarnak","Marbled stingray"
"2482",5507,"Himantura uarnak","Reticulate whip ray"
"2483",5507,"Himantura uarnak","Reticulate whipray"
"2484",5507,"Himantura uarnak","Reticulated whipray"
"2485",5507,"Himantura uarnak","Sharpnose stingray"
"2486",5507,"Himantura uarnak","Whiptail ray"
"2487",5507,"Himantura uarnak","Whiptail stingray"
"2488",5353,"Epinephelus morrhua","Banded-check reef-cod"
"2489",5353,"Epinephelus morrhua","Banded-cheek reef cod"
"2490",5353,"Epinephelus morrhua","Blue grouper"
"2491",5353,"Epinephelus morrhua","Comet cod"
"2492",5353,"Epinephelus morrhua","Comet grouper"
"2493",5353,"Epinephelus morrhua","Contour rock cod"
"2494",5353,"Epinephelus morrhua","Contour rockcod"
"2495",5353,"Epinephelus morrhua","Coral cod"
"2496",5353,"Epinephelus morrhua","Curve-banded grouper"
"2497",5353,"Epinephelus morrhua","Dot-dash grouper"
"2498",5353,"Epinephelus morrhua","Grouper"
"2499",5353,"Epinephelus morrhua","Reef cod"
"2500",5353,"Epinephelus morrhua","Rock cod"
"2501",5353,"Epinephelus morrhua","Rockcod"
"2502",5353,"Epinephelus morrhua","Seabass"
"2503",5353,"Epinephelus morrhua","Snakesking sea bass"
"2504",5755,"Pristiapogon taeniopterus","Bandfin cardinalfish"
"2505",5755,"Pristiapogon taeniopterus","Cardinalfish"
"2506",5755,"Pristiapogon taeniopterus","Jenkin's cardinal"
"2507",5755,"Pristiapogon taeniopterus","Pearlscale cardinalfish"
"2508",11150,"Antennatus tuberosus","Bandfin frogfish"
"2509",11150,"Antennatus tuberosus","Pygmy angler"
"2510",11150,"Antennatus tuberosus","Pygmy frogfish"
"2511",11150,"Antennatus tuberosus","Reticulated fishing frog"
"2512",11150,"Antennatus tuberosus","Reticulated frogfish"
"2513",11150,"Antennatus tuberosus","Tuberculate anglerfish"
"2514",11150,"Antennatus tuberosus","Tuberculated anglerfish"
"2515",11150,"Antennatus tuberosus","Tuberculated frogfish"
"2516",59507,"Scorpaenopsis vittapinna","Bandfin scorpionfish"
"2517",59507,"Scorpaenopsis vittapinna","Bigmouth scorpionfish"
"2518",7294,"Antennatus dorehensis","Bandtail angler"
"2519",7294,"Antennatus dorehensis","Bandtail frogfish"
"2520",7294,"Antennatus dorehensis","Dorei anglerfish"
"2521",7294,"Antennatus dorehensis","Frog fish"
"2522",7294,"Antennatus dorehensis","New Guinean anglerfish"
"2523",7294,"Antennatus dorehensis","New Guinean frogfish"
"2524",7294,"Antennatus dorehensis","Shaggy angler"
"2525",7294,"Antennatus dorehensis","White-spotted frogfish"
"2526",5995,"Upeneus taeniopterus","Bandtail goatfish"
"2527",5995,"Upeneus taeniopterus","Band-tail goatfish"
"2528",5995,"Upeneus taeniopterus","Band-tailed goatfish"
"2529",5995,"Upeneus taeniopterus","Finstripe goatfish"
"2530",5995,"Upeneus taeniopterus","Goatfish"
"2531",5995,"Upeneus taeniopterus","Nightmare weke"
"2532",5397,"Gymnothorax zonipectis","Bartail moray"
"2533",5397,"Gymnothorax zonipectis","Bar-tail moray"
"2534",5397,"Gymnothorax zonipectis","Barredfin moray"
"2535",5397,"Gymnothorax zonipectis","Barred-fin moray"
"2536",5397,"Gymnothorax zonipectis","Zonipectis moray"
"2537",80,"Chanos chanos","Bangos"
"2538",80,"Chanos chanos","Bony salmon"
"2539",80,"Chanos chanos","Giant herring"
"2540",80,"Chanos chanos","Milk fish"
"2541",80,"Chanos chanos","Milkfish"
"2542",80,"Chanos chanos","Milk-fish"
"2543",80,"Chanos chanos","Moreton Bay salmon"
"2544",80,"Chanos chanos","Salmon herring"
"2545",80,"Chanos chanos","White mullet"
"2546",5590,"Heniochus monoceros","Bannerfish"
"2547",5590,"Heniochus monoceros","Masked bannerfish"
"2548",5590,"Heniochus monoceros","Masked coachman"
"2549",5590,"Heniochus monoceros","Pennant coralfish"
"2550",5590,"Heniochus monoceros","Three-banded bull-fish"
"2551",5590,"Heniochus monoceros","Unicorn pennant coralfish"
"2552",5827,"Dendrochirus biocellatus","Bantol"
"2553",5827,"Dendrochirus biocellatus","Double-ocellated scorpionfish"
"2554",5827,"Dendrochirus biocellatus","Ocellated lionfish"
"2555",5827,"Dendrochirus biocellatus","Twinspot lionfish"
"2556",5827,"Dendrochirus biocellatus","Two-eyed lionfish"
"2557",5827,"Dendrochirus biocellatus","Twospot turkeyfish"
"2558",4833,"Glossogobius giuris","Bar eyed goby"
"2559",4833,"Glossogobius giuris","Bar-eyed goby"
"2560",4833,"Glossogobius giuris","Flathead goby"
"2561",4833,"Glossogobius giuris","Flat-headed goby"
"2562",4833,"Glossogobius giuris","Fresh water goby"
"2563",4833,"Glossogobius giuris","Ganges goby"
"2564",4833,"Glossogobius giuris","Gangetic tank goby"
"2565",4833,"Glossogobius giuris","Goby"
"2566",4833,"Glossogobius giuris","Tank goby"
"2567",4833,"Glossogobius giuris","Whitegoby"
"2568",4706,"Plotosus lineatus","Barbel-eel catfish"
"2569",4706,"Plotosus lineatus","Canine catfish eel"
"2570",4706,"Plotosus lineatus","Catfish eel"
"2571",4706,"Plotosus lineatus","Catfish-eel"
"2572",4706,"Plotosus lineatus","Coral catfish"
"2573",4706,"Plotosus lineatus","Darkfin eel catfish"
"2574",4706,"Plotosus lineatus","Eel catfish"
"2575",4706,"Plotosus lineatus","Eel-tailed catfish"
"2576",4706,"Plotosus lineatus","Giant catfish"
"2577",4706,"Plotosus lineatus","Lined catfish"
"2578",4706,"Plotosus lineatus","Striped catfish"
"2579",4706,"Plotosus lineatus","Striped catfish eel"
"2580",4706,"Plotosus lineatus","Striped cat-fish eel"
"2581",4706,"Plotosus lineatus","Striped catfish-eel"
"2582",4706,"Plotosus lineatus","Striped eel catfish"
"2583",4706,"Plotosus lineatus","Striped eel-catfish"
"2584",4706,"Plotosus lineatus","Striped sea catfish"
"2585",4706,"Plotosus lineatus","Stripped catfish"
"2586",4706,"Plotosus lineatus","Young catfish eel"
"2587",7297,"Brotula multibarbata","Barbelled eel-pout"
"2588",7297,"Brotula multibarbata","Bearded brotula"
"2589",7297,"Brotula multibarbata","Bearded cusk"
"2590",7297,"Brotula multibarbata","Bearded cuskeel"
"2591",7297,"Brotula multibarbata","Bearded cusk-eel"
"2592",7297,"Brotula multibarbata","Bearded rockling"
"2593",7297,"Brotula multibarbata","Goatsbeard brotula"
"2594",7297,"Brotula multibarbata","Large-eye brotula"
"2595",7297,"Brotula multibarbata","Large-eye Brotula"
"2596",7297,"Brotula multibarbata","Reef cusk eel"
"2597",1910,"Carangoides plagiotaenia","Barcheek kingfish"
"2598",1910,"Carangoides plagiotaenia","Barcheek trevally"
"2599",1910,"Carangoides plagiotaenia","Bar-cheek trevally"
"2600",1910,"Carangoides plagiotaenia","Oblique-banded"
"2601",1910,"Carangoides plagiotaenia","Oblique-banded trevally"
"2602",1910,"Carangoides plagiotaenia","Shortridge trevally"
"2603",1910,"Carangoides plagiotaenia","Yellowspotted trevally"
"2604",12747,"Fibramia thermalis","Barcheeked cardinalfish"
"2605",12747,"Fibramia thermalis","Half-barred cardinal"
"2606",12747,"Fibramia thermalis","Masked cardinal"
"2607",12747,"Fibramia thermalis","Masked cardinalfish"
"2608",12747,"Fibramia thermalis","Sangi cardinalfish"
"2609",6395,"Gymnothorax pictus","Bar-cheeked eel"
"2610",6395,"Gymnothorax pictus","Black-speckled reef-eels"
"2611",6395,"Gymnothorax pictus","Giant moray"
"2612",6395,"Gymnothorax pictus","Moray eel"
"2613",6395,"Gymnothorax pictus","Ocellate moray"
"2614",6395,"Gymnothorax pictus","Painted moray"
"2615",6395,"Gymnothorax pictus","Painted reef eel"
"2616",6395,"Gymnothorax pictus","Paintspotted moray"
"2617",6395,"Gymnothorax pictus","Peppered moray"
"2618",6395,"Gymnothorax pictus","Speckled sidereal moray"
"2619",5814,"Sebastapistes strongia","Barchin scorpionfish"
"2620",17056,"Fusigobius duospilus","Barenape goby"
"2621",17056,"Fusigobius duospilus","Double-spot sand-goby"
"2622",17056,"Fusigobius duospilus","Hawaiian sand goby"
"2623",17056,"Fusigobius duospilus","Twospot goby"
"2624",17056,"Fusigobius duospilus","Twospot sandgoby"
"2625",5718,"Pomacentrus brachialis","Bar-finned damsel"
"2626",5718,"Pomacentrus brachialis","Black damsel"
"2627",5718,"Pomacentrus brachialis","Charcoal damsel"
"2628",5718,"Pomacentrus brachialis","Charcoal damselfish"
"2629",5718,"Pomacentrus brachialis","Damselfish"
"2630",7735,"Microphis leiaspis","Barhead pipefish"
"2631",7735,"Microphis leiaspis","Bud river pipefish"
"2632",4623,"Siganus doliatus","Barhead spinefoot"
"2633",4623,"Siganus doliatus","Barred rabbitfish"
"2634",4623,"Siganus doliatus","Barred spinefoot"
"2635",4623,"Siganus doliatus","Blue-lined rabbitfish"
"2636",4623,"Siganus doliatus","Pencil-straeked rabbitfish"
"2637",4623,"Siganus doliatus","Pencil-streaked rabbitfish"
"2638",4623,"Siganus doliatus","Pencil-streaked spinefoot"
"2639",4623,"Siganus doliatus","Spinefoot"
"2640",4307,"Acanthurus bariene","Bariene surgeonfish"
"2641",4307,"Acanthurus bariene","Black-spot surgeonfish"
"2642",4307,"Acanthurus bariene","Eye-spot surgeon"
"2643",4307,"Acanthurus bariene","Ma'ito"
"2644",4307,"Acanthurus bariene","Roundspot surgeonfish"
"2645",1305,"Hypoatherina barnesi","Barne's hardyhead"
"2646",1305,"Hypoatherina barnesi","Barnes' hardyhead"
"2647",1305,"Hypoatherina barnesi","Barnes' silverside"
"2648",1305,"Hypoatherina barnesi","Samoan silverside"
"2649",1305,"Hypoatherina barnesi","Silver hardyhead"
"2650",1305,"Hypoatherina barnesi","Slender silverside"
"2651",5558,"Chaetodon baronessa","Baroness butterflyfish"
"2652",5558,"Chaetodon baronessa","Eastern triangle butterflyfish"
"2653",5558,"Chaetodon baronessa","Eastern triangular butterflyfish"
"2654",5558,"Chaetodon baronessa","Herringbone coralfish"
"2655",5558,"Chaetodon baronessa","Pacific triangular butterflyfish"
"2656",5558,"Chaetodon baronessa","Triangular butterflyfish"
"2657",5558,"Chaetodon baronessa","Triangular coralfish"
"2658",1235,"Sphyraena barracuda","Barra"
"2659",1235,"Sphyraena barracuda","Barracuda"
"2660",1235,"Sphyraena barracuda","Commerson's sea pike"
"2661",1235,"Sphyraena barracuda","Great barra cuda"
"2662",1235,"Sphyraena barracuda","Great barracuda"
"2663",1235,"Sphyraena barracuda","Short barracuda"
"2664",1235,"Sphyraena barracuda","Striped seapike"
"2665",89,"Acanthocybium solandri","Barracuda"
"2666",89,"Acanthocybium solandri","Kingfish"
"2667",89,"Acanthocybium solandri","Mackerel"
"2668",89,"Acanthocybium solandri","Malata kingfish"
"2669",89,"Acanthocybium solandri","Pacific king-fish"
"2670",89,"Acanthocybium solandri","Queen fish"
"2671",89,"Acanthocybium solandri","Queen-fish"
"2672",89,"Acanthocybium solandri","Wahoo"
"2673",89,"Acanthocybium solandri","Wahoo fish"
"2674",4398,"Cirripectes polyzona","Barred blenny"
"2675",5744,"Fowleria marmorata","Barred cardinalfish"
"2676",5744,"Fowleria marmorata","Ear cardinalfish"
"2677",5744,"Fowleria marmorata","Eared cardinalfish"
"2678",5744,"Fowleria marmorata","Eared soldier fish"
"2679",5744,"Fowleria marmorata","Marbled cardinalfish"
"2680",7262,"Eviota fasciola","Barred dwarfgoby"
"2681",7262,"Eviota fasciola","Barred Eviota"
"2682",7262,"Eviota fasciola","Barred pygmy goby"
"2683",7262,"Eviota fasciola","Grubby pygmy-goby"
"2684",5836,"Cantherhines dumerilii","Barred filefish"
"2685",5836,"Cantherhines dumerilii","Orange-fin file"
"2686",5836,"Cantherhines dumerilii","Whitespotted filefish"
"2687",5836,"Cantherhines dumerilii","White-spotted filefish"
"2688",5836,"Cantherhines dumerilii","Yelloweye leatherjacket"
"2689",5790,"Kuhlia mugil","Barred flagtail"
"2690",5790,"Kuhlia mugil","Fiveband flagtail"
"2691",5790,"Kuhlia mugil","Fivebar flagtail"
"2692",5790,"Kuhlia mugil","Flagtail"
"2693",5790,"Kuhlia mugil","Ocean flagfish"
"2694",5404,"Hemiramphus far","Barred garfish"
"2695",5404,"Hemiramphus far","Barred halfbeak"
"2696",5404,"Hemiramphus far","Black barred garfish"
"2697",5404,"Hemiramphus far","Blackbarred garfish"
"2698",5404,"Hemiramphus far","Black-barred garfish"
"2699",5404,"Hemiramphus far","Blackbarred halfbeak"
"2700",5404,"Hemiramphus far","Black-barred halfbeak"
"2701",5404,"Hemiramphus far","Garfish"
"2702",5404,"Hemiramphus far","Half beak"
"2703",5404,"Hemiramphus far","Halfbeak"
"2704",5404,"Hemiramphus far","Spotted halfbeak"
"2705",6006,"Pomadasys kaakan","Barred javelin"
"2706",6006,"Pomadasys kaakan","Common javelinfish"
"2707",6006,"Pomadasys kaakan","Grunter"
"2708",6006,"Pomadasys kaakan","Grunter bream"
"2709",6006,"Pomadasys kaakan","Javelin grunt"
"2710",6006,"Pomadasys kaakan","Javelin grunter"
"2711",6006,"Pomadasys kaakan","Lined silver grunter"
"2712",6006,"Pomadasys kaakan","Queensland trumpeter"
"2713",6006,"Pomadasys kaakan","Silver grunt"
"2714",6006,"Pomadasys kaakan","Small-spotted Javelin fish"
"2715",6006,"Pomadasys kaakan","Spotted grunter-bream"
"2716",6006,"Pomadasys kaakan","Spotted javelinfish"
"2717",6006,"Pomadasys kaakan","Spotted-grunter bream"
"2718",6006,"Pomadasys kaakan","Trumpeter"
"2719",6006,"Pomadasys kaakan","Yellow-finned javelin fish"
"2720",6006,"Pomadasys kaakan","Yellow-finned javelin-fish"
"2721",972,"Ablennes hians","Barred longtom"
"2722",972,"Ablennes hians","Barred needle fish"
"2723",972,"Ablennes hians","Barred needlefish"
"2724",972,"Ablennes hians","Eel pike"
"2725",972,"Ablennes hians","Flat billfish"
"2726",972,"Ablennes hians","Flat needle fish"
"2727",972,"Ablennes hians","Flat needlefish"
"2728",972,"Ablennes hians","Flat Needlefish"
"2729",972,"Ablennes hians","Flatsided needlefish"
"2730",972,"Ablennes hians","Full beak"
