"","SpecCode.x","Species","ComName"
"1",1869,"Monotaxis grandoculis","Bigeye barenose"
"2",1869,"Monotaxis grandoculis","Bigeye bream"
"3",1869,"Monotaxis grandoculis","Big-eye bream"
"4",1869,"Monotaxis grandoculis","Bigeye emperor"
"5",1869,"Monotaxis grandoculis","Bigeye seabream"
"6",1869,"Monotaxis grandoculis","Emperor"
"7",1869,"Monotaxis grandoculis","Grand-eyed porgy fish"
"8",1869,"Monotaxis grandoculis","Humpnose big-eye bream"
"9",1869,"Monotaxis grandoculis","Humpnose bigeye-bream"
"10",1869,"Monotaxis grandoculis","Humpnose sea-bream"
"11",1869,"Monotaxis grandoculis","Hump-nosed bigeye bream"
"12",1869,"Monotaxis grandoculis","Large-eye bream"
"13",1869,"Monotaxis grandoculis","Large-eyed sea bream"
"14",1869,"Monotaxis grandoculis","Levovagan"
"15",1869,"Monotaxis grandoculis","Roundtooth large-eye bream"
"16",1917,"Caranx sexfasciatus","Banded cavalla"
"17",1917,"Caranx sexfasciatus","Bigeye jack"
"18",1917,"Caranx sexfasciatus","Bigeye kingfish"
"19",1917,"Caranx sexfasciatus","Big-eye kingfish"
"20",1917,"Caranx sexfasciatus","Bigeye trevally"
"21",1917,"Caranx sexfasciatus","Big-eye trevally"
"22",1917,"Caranx sexfasciatus","Crevalle jack"
"23",1917,"Caranx sexfasciatus","Dusk jack"
"24",1917,"Caranx sexfasciatus","Dusky jack"
"25",1917,"Caranx sexfasciatus","Giant trevally"
"26",1917,"Caranx sexfasciatus","Great trevally"
"27",1917,"Caranx sexfasciatus","Horse mackerel"
"28",1917,"Caranx sexfasciatus","Horse mackerel trevally"
"29",1917,"Caranx sexfasciatus","Horse-eye jack"
"30",1917,"Caranx sexfasciatus","Jack"
"31",1917,"Caranx sexfasciatus","Kingfish"
"32",1917,"Caranx sexfasciatus","Orange-spotted trevally"
"33",1917,"Caranx sexfasciatus","Six banded trevally"
"34",1917,"Caranx sexfasciatus","Sixband trevally"
"35",1917,"Caranx sexfasciatus","Tille jack"
"36",1917,"Caranx sexfasciatus","Trevally"
"37",1917,"Caranx sexfasciatus","Turrum"
"38",1917,"Caranx sexfasciatus","Yellow jack"
"39",4910,"Myripristis berndti","Bigscale soldier"
"40",4910,"Myripristis berndti","Bigscale soldierfish"
"41",4910,"Myripristis berndti","Blotcheye soldierfish"
"42",4910,"Myripristis berndti","Pinecone soldierfish"
"43",4910,"Myripristis berndti","Soldierfish"
"44",4910,"Myripristis berndti","Squirrelfish"
"45",4910,"Myripristis berndti","Yellow-fin soldierfish"
"46",4910,"Myripristis berndti","Yellow-fin squirrelfish"
"47",5626,"Gomphosus varius","Bird wrasse"
"48",5626,"Gomphosus varius","Birdnose wrasse"
"49",5626,"Gomphosus varius","Bird-nose wrasse"
"50",5626,"Gomphosus varius","Brown bird wrasse"
"51",5626,"Gomphosus varius","Clubnosed wrasse"
"52",5626,"Gomphosus varius","Green birdmouth wrasse"
"53",5626,"Gomphosus varius","Olive club-nosed wrasse"
"54",5626,"Gomphosus varius","Pacific bird wrasse"
"55",5626,"Gomphosus varius","Purple club-nosed wrasse"
"56",5626,"Gomphosus varius","Wrasse"
"57",186,"Macolor macularis","Black and white snapper"
"58",186,"Macolor macularis","Black-and-white snapper"
"59",186,"Macolor macularis","Midnight seaperch"
"60",186,"Macolor macularis","Midnight snapper"
"61",186,"Macolor macularis","Snapper"
"62",187,"Macolor niger","Black & white snapper"
"63",187,"Macolor niger","Black and white seaperch"
"64",187,"Macolor niger","Black and white snapper"
"65",187,"Macolor niger","Black beauty"
"66",187,"Macolor niger","Black snapper"
"67",187,"Macolor niger","Black-and-white snapper"
"68",187,"Macolor niger","Snapper"
"69",5550,"Scarus niger","Black parrotfish"
"70",5550,"Scarus niger","Dusky parrotfish"
"71",5550,"Scarus niger","Parrot fish"
"72",5550,"Scarus niger","Parrotfish"
"73",5550,"Scarus niger","Swarthy parrotfish"
"74",5550,"Scarus niger","Swarty parrotfish"
"75",6028,"Rhinecanthus verrucosus","Black patch triggerish"
"76",6028,"Rhinecanthus verrucosus","Blackbelly picassofish"
"77",6028,"Rhinecanthus verrucosus","Blackbelly triggerfish"
"78",6028,"Rhinecanthus verrucosus","Black-blotch triggerfish"
"79",6028,"Rhinecanthus verrucosus","Blackpatch triggerfish"
"80",6028,"Rhinecanthus verrucosus","Black-tailed triggerfish"
"81",7939,"Sphyraena qenie","Blackfin barracuda"
"82",7939,"Sphyraena qenie","Blacktail barracuda"
"83",7939,"Sphyraena qenie","Chevron barracuda"
"84",7939,"Sphyraena qenie","Military seapike"
"85",7939,"Sphyraena qenie","Seapike"
"86",261,"Lutjanus fulviflamma","Black-spot sea perch"
"87",261,"Lutjanus fulviflamma","Blackspot seaperch"
"88",261,"Lutjanus fulviflamma","Black-spot seaperch"
"89",261,"Lutjanus fulviflamma","Blackspot snapper"
"90",261,"Lutjanus fulviflamma","Black-spot snapper"
"91",261,"Lutjanus fulviflamma","Dory snapper"
"92",261,"Lutjanus fulviflamma","Finger-mark bream"
"93",261,"Lutjanus fulviflamma","Golden snapper"
"94",261,"Lutjanus fulviflamma","Humpback red snapper"
"95",261,"Lutjanus fulviflamma","Longspot snapper"
"96",261,"Lutjanus fulviflamma","Long-spot snapper"
"97",261,"Lutjanus fulviflamma","Malabar thyrssa"
"98",261,"Lutjanus fulviflamma","Moses perch"
"99",261,"Lutjanus fulviflamma","Red bream"
"100",261,"Lutjanus fulviflamma","Redspot snapper"
"101",261,"Lutjanus fulviflamma","Snapper"
"102",261,"Lutjanus fulviflamma","Tropical snapper"
"103",793,"Lutjanus ehrenbergii","Blackspot snapper"
"104",793,"Lutjanus ehrenbergii","Black-spot snapper"
"105",793,"Lutjanus ehrenbergii","Ehrenberg's seaperch"
"106",793,"Lutjanus ehrenbergii","Ehrenbergs' seaperch"
"107",793,"Lutjanus ehrenbergii","Ehrenberg's snapper"
"108",793,"Lutjanus ehrenbergii","Snapper"
"109",5548,"Scarus ghobban","Blue barred parrotfish"
"110",5548,"Scarus ghobban","Blue trim parrotfish"
"111",5548,"Scarus ghobban","Blue-barred orange parrotfish"
"112",5548,"Scarus ghobban","Bluebarred parrotfish"
"113",5548,"Scarus ghobban","Blue-barred parrotfish"
"114",5548,"Scarus ghobban","Bluechin parrotfish"
"115",5548,"Scarus ghobban","Cream parrotfish"
"116",5548,"Scarus ghobban","Flame-breasted parrot-fish"
"117",5548,"Scarus ghobban","Globe-headed parrotfish"
"118",5548,"Scarus ghobban","Green blotched parrotfish"
"119",5548,"Scarus ghobban","Parrot fish"
"120",5548,"Scarus ghobban","Parrotfish"
"121",5548,"Scarus ghobban","Yellow scale parrot fish"
"122",5548,"Scarus ghobban","Yellowscale parrotfish"
"123",81,"Aphareus furca","Blue smalltooth job"
"124",81,"Aphareus furca","Blue smalltooth jobfish"
"125",81,"Aphareus furca","Fork-tailed snapper fish"
"126",81,"Aphareus furca","Jobfish"
"127",81,"Aphareus furca","Olive smalltooth jobfish"
"128",81,"Aphareus furca","Silvermouth"
"129",81,"Aphareus furca","Small toothed jobfish"
"130",81,"Aphareus furca","Smalltooth jobfish"
"131",81,"Aphareus furca","Small-tooth jobfish"
"132",81,"Aphareus furca","Smalltoothed jobfish"
"133",81,"Aphareus furca","Small-toothed jobfish"
"134",81,"Aphareus furca","Snapper"
"135",81,"Aphareus furca","Snapper jobbyfish"
"136",1311,"Odonus niger","Blue triggerfish"
"137",1311,"Odonus niger","Red toothed file fish"
"138",1311,"Odonus niger","Redfang triggerfish"
"139",1311,"Odonus niger","Redtooth trigerfish"
"140",1311,"Odonus niger","Redtooth triggerfish"
"141",1311,"Odonus niger","Redtoothed triggerfish"
"142",1311,"Odonus niger","Red-toothed triggerfish"
"143",1311,"Odonus niger","Triggerfish"
"144",4466,"Pseudobalistes fuscus","Blue triggerfish"
"145",4466,"Pseudobalistes fuscus","Blue-and-gold triggerfish"
"146",4466,"Pseudobalistes fuscus","Bluelined triggerfish"
"147",4466,"Pseudobalistes fuscus","Brown triggerfish"
"148",4466,"Pseudobalistes fuscus","Rippled triggerfish"
"149",4466,"Pseudobalistes fuscus","Yellow-spotted triggerfish"
"150",6029,"Sufflamen bursa","Boomerang triggerfish"
"151",6029,"Sufflamen bursa","Lei trigger"
"152",6029,"Sufflamen bursa","Lei triggerfish"
"153",6029,"Sufflamen bursa","Pallid triggerfish"
"154",6029,"Sufflamen bursa","Scimitar triggerfish"
"155",6029,"Sufflamen bursa","Scythe triggerfish"
"156",6029,"Sufflamen bursa","Sycthe triggerfish"
"157",6029,"Sufflamen bursa","Whiteline triggerfish"
"158",5806,"Kyphosus vaigiensis","Bass seachub"
"159",5806,"Kyphosus vaigiensis","Blue sea chub"
"160",5806,"Kyphosus vaigiensis","Bluefish"
"161",5806,"Kyphosus vaigiensis","Brassy chub"
"162",5806,"Kyphosus vaigiensis","Brassy drummer"
"163",5806,"Kyphosus vaigiensis","Brassy rudderfish"
"164",5806,"Kyphosus vaigiensis","Drummer"
"165",5806,"Kyphosus vaigiensis","Drummers"
"166",5806,"Kyphosus vaigiensis","Large-tailed drummer"
"167",5806,"Kyphosus vaigiensis","Long-finned drummer"
"168",5806,"Kyphosus vaigiensis","Long-finned rudderfish"
"169",5806,"Kyphosus vaigiensis","Lowfin chub"
"170",5806,"Kyphosus vaigiensis","Lowfin drummer"
"171",5806,"Kyphosus vaigiensis","Lowfin rudderfish"
"172",5806,"Kyphosus vaigiensis","Lowfinned rudderfish"
"173",5806,"Kyphosus vaigiensis","Northern silver drummer"
"174",5806,"Kyphosus vaigiensis","Queensland drummer"
"175",5806,"Kyphosus vaigiensis","Rudderfish"
"176",5806,"Kyphosus vaigiensis","Sea chub"
"177",5806,"Kyphosus vaigiensis","Southern drummer"
"178",5806,"Kyphosus vaigiensis","Waigeu drummer"
"179",5600,"Cheilinus fasciatus","Banded Maori"
"180",5600,"Cheilinus fasciatus","Banded Maori wrasse"
"181",5600,"Cheilinus fasciatus","Banded Maori-wrasse"
"182",5600,"Cheilinus fasciatus","Floral wrasse"
"183",5600,"Cheilinus fasciatus","Rainbowfish"
"184",5600,"Cheilinus fasciatus","Red-banded wrasse"
"185",5600,"Cheilinus fasciatus","Redbreast Maori wrasse"
"186",5600,"Cheilinus fasciatus","Redbreast wrasse"
"187",5600,"Cheilinus fasciatus","Redbreasted Maori wrasse"
"188",5600,"Cheilinus fasciatus","Redbreasted maori wrasse"
"189",5600,"Cheilinus fasciatus","Red-breasted Maori wrasse"
"190",5600,"Cheilinus fasciatus","Redbreasted wrasse"
"191",5600,"Cheilinus fasciatus","Red-breasted wrasse"
"192",5600,"Cheilinus fasciatus","Scarlet-breasted Maori wrasse"
"193",5600,"Cheilinus fasciatus","Scarlet-breasted wrasse"
"194",5600,"Cheilinus fasciatus","Wrasse"
"195",4893,"Anampses twistii","Twister wrasse"
"196",4893,"Anampses twistii","Yellowbreast wrasse"
"197",4893,"Anampses twistii","Yellowbreasted wrasse"
"198",7773,"Myripristis amaena","Brick soldierfish"
"199",7773,"Myripristis amaena","Castlenau's soldierfish"
"200",7773,"Myripristis amaena","Soldierfish"
"201",7773,"Myripristis amaena","Squirrelfish"
"202",4355,"Calotomus carolinus","Bucktooth"
"203",4355,"Calotomus carolinus","Bucktooth parrot fish"
"204",4355,"Calotomus carolinus","Bucktooth parrotfish"
"205",4355,"Calotomus carolinus","Carolines parrotfish"
"206",4355,"Calotomus carolinus","Christmas parrotfish"
"207",4355,"Calotomus carolinus","Marbled parrotfish"
"208",4355,"Calotomus carolinus","Spinytooth parrotfish"
"209",4355,"Calotomus carolinus","Stareye parrot"
"210",4355,"Calotomus carolinus","Stareye parrotfish"
"211",4355,"Calotomus carolinus","Star-eye parrotfish"
"212",4355,"Calotomus carolinus","Starry-eye parrotfish"
"213",66478,"Chlorurus spilurus","Pacific bullethead parrotfish"
"214",4978,"Chlorurus japanensis","Japanese parrotfish"
"215",4978,"Chlorurus japanensis","Pale bullethead parrotfish"
"216",4978,"Chlorurus japanensis","Palecheek parrotfish"
"217",4978,"Chlorurus japanensis","Parrotfish"
"218",4978,"Chlorurus japanensis","Red-tailed parrotfish"
"219",4978,"Chlorurus japanensis","Redtail parrotfish"
"220",4978,"Chlorurus japanensis","Yellow-blotched parrotfish"
"221",5638,"Hologymnosus doliatus","Candy cane wrasse"
"222",5638,"Hologymnosus doliatus","Candycane"
"223",5638,"Hologymnosus doliatus","Longface wrasse"
"224",5638,"Hologymnosus doliatus","Narrow-banded wrasse"
"225",5638,"Hologymnosus doliatus","Pastel ringwrasse"
"226",5638,"Hologymnosus doliatus","Pastel slender wrasse"
"227",5638,"Hologymnosus doliatus","Red-lined slender wrasse"
"228",5638,"Hologymnosus doliatus","Ringed rainbowfish"
"229",5638,"Hologymnosus doliatus","Ringed wrasse"
"230",4734,"Acanthurus thompsoni","Chocolate surgeon"
"231",4734,"Acanthurus thompsoni","Chocolate surgeonfish"
"232",4734,"Acanthurus thompsoni","Kandu kaalhu"
"233",4734,"Acanthurus thompsoni","Night surgeonfish"
"234",4734,"Acanthurus thompsoni","Thompson's surgeonfish"
"235",4734,"Acanthurus thompsoni","Thompson's tang"
"236",4734,"Acanthurus thompsoni","Whitetail surgeonfish"
"237",4742,"Acanthurus pyroferus","Chocolate surgeonfish"
"238",4742,"Acanthurus pyroferus","Mimic surgeonfish"
"239",4742,"Acanthurus pyroferus","Orange-gilled surgeonfish"
"240",4742,"Acanthurus pyroferus","Pacific mimic surgeon"
"241",4742,"Acanthurus pyroferus","Powderblue surgeonfish"
"242",4742,"Acanthurus pyroferus","Yellowspot surgeon"
"243",4826,"Plectropomus leopardus","Blue-dotted coral trout"
"244",4826,"Plectropomus leopardus","Bluedotted coraltrout"
"245",4826,"Plectropomus leopardus","Blue-dotted coral-trout"
"246",4826,"Plectropomus leopardus","Blue-spot trout"
"247",4826,"Plectropomus leopardus","Blue-spotted sea bass"
"248",4826,"Plectropomus leopardus","Common coral trout"
"249",4826,"Plectropomus leopardus","Coral grouper"
"250",4826,"Plectropomus leopardus","Coral trout"
"251",4826,"Plectropomus leopardus","Leopard cod"
"252",4826,"Plectropomus leopardus","Leopard coral trout"
"253",4826,"Plectropomus leopardus","Leopard coralgrouper"
"254",4826,"Plectropomus leopardus","Leopard coral-trout"
"255",4826,"Plectropomus leopardus","Leopard trout"
"256",4826,"Plectropomus leopardus","Leopard-cod"
"257",4826,"Plectropomus leopardus","Red coral trout"
"258",4826,"Plectropomus leopardus","Spotted coralgrouper"
"259",4826,"Plectropomus leopardus","Trout"
"260",6450,"Cephalopholis miniata","Blue-spot rock cod"
"261",6450,"Cephalopholis miniata","Bluespotted hind"
"262",6450,"Cephalopholis miniata","Blue-spotted rockcod"
"263",6450,"Cephalopholis miniata","Coral cod"
"264",6450,"Cephalopholis miniata","Coral grouper"
"265",6450,"Cephalopholis miniata","Coral hind"
"266",6450,"Cephalopholis miniata","Coral rock cod"
"267",6450,"Cephalopholis miniata","Coral rockcod"
"268",6450,"Cephalopholis miniata","Coral trout"
"269",6450,"Cephalopholis miniata","Grouper"
"270",6450,"Cephalopholis miniata","Red coral perch"
"271",6450,"Cephalopholis miniata","Red grouper"
"272",6450,"Cephalopholis miniata","Reef cod"
"273",6450,"Cephalopholis miniata","Round-tailed trout"
"274",6450,"Cephalopholis miniata","Seabass"
"275",6450,"Cephalopholis miniata","Vermilion grouper"
"276",6450,"Cephalopholis miniata","Vermilion rock cod"
"277",6450,"Cephalopholis miniata","Vermilion sea bass"
"278",6450,"Cephalopholis miniata","Vermilion seabas"
"279",6450,"Cephalopholis miniata","Vermilion seabass"
"280",6450,"Cephalopholis miniata","Vermillion grouper"
"281",6450,"Cephalopholis miniata","Vermillion seabass"
"282",6466,"Epinephelus corallicola","Black-dotted cod"
"283",6466,"Epinephelus corallicola","Coral cod"
"284",6466,"Epinephelus corallicola","Coral grouper"
"285",6466,"Epinephelus corallicola","Coral rockcod"
"286",6466,"Epinephelus corallicola","Coral rock-cod"
"287",6466,"Epinephelus corallicola","Coral rockcode"
"288",6466,"Epinephelus corallicola","Coral trout"
"289",6466,"Epinephelus corallicola","Duskyfin grouper"
"290",6466,"Epinephelus corallicola","Greasy grouper"
"291",6466,"Epinephelus corallicola","Grouper"
"292",6466,"Epinephelus corallicola","Reef cod"
"293",6466,"Epinephelus corallicola","Seabass"
"294",6466,"Epinephelus corallicola","Whitespotted grouper"
"295",7319,"Plectropomus oligacanthus","Blue-lined coral trout"
"296",7319,"Plectropomus oligacanthus","Blue-lined coralgrouper"
"297",7319,"Plectropomus oligacanthus","Grouper"
"298",7319,"Plectropomus oligacanthus","Highfin coral grouper"
"299",7319,"Plectropomus oligacanthus","Highfin coral trout"
"300",7319,"Plectropomus oligacanthus","Highfin coralgrouper"
"301",7319,"Plectropomus oligacanthus","Highfin grouper"
"302",7319,"Plectropomus oligacanthus","Lined coral trout"
"303",7319,"Plectropomus oligacanthus","Seabass"
"304",7319,"Plectropomus oligacanthus","Verimicular cod"
"305",7319,"Plectropomus oligacanthus","Vermicular cod"
"306",7319,"Plectropomus oligacanthus","Vermicular coral-cod"
"307",7319,"Plectropomus oligacanthus","Vermicular coralgrouper"
"308",7319,"Plectropomus oligacanthus","Vermicular leopard cod"
"309",7319,"Plectropomus oligacanthus","Vermicular leopard-cod"
"310",7319,"Plectropomus oligacanthus","Vermicular trout"
"311",7319,"Plectropomus oligacanthus","Vermiculate coral trout"
"312",5551,"Scarus oviceps","Blue parrotfish"
"313",5551,"Scarus oviceps","Dark capped parrotfish"
"314",5551,"Scarus oviceps","Darkcap parrotfish"
"315",5551,"Scarus oviceps","Darkcapped parrotfish"
"316",5551,"Scarus oviceps","Dark-capped parrotfish"
"317",5551,"Scarus oviceps","Egghead parrotfish"
"318",5551,"Scarus oviceps","Yellow-barred parrotfish"
"319",5987,"Parupeneus barberinus","Dash & dot goatfish"
"320",5987,"Parupeneus barberinus","Dash and dot goatfish"
"321",5987,"Parupeneus barberinus","Dash-and-dot goatfish"
"322",5987,"Parupeneus barberinus","Dash-dot goatfish"
"323",5987,"Parupeneus barberinus","Dot and dash goatfish"
"324",5987,"Parupeneus barberinus","Dot-and-dash goatfish"
"325",5987,"Parupeneus barberinus","Dot-dash goatfish"
"326",5987,"Parupeneus barberinus","Goatfish"
"327",5987,"Parupeneus barberinus","Half and half goatfish"
"328",5987,"Parupeneus barberinus","Spotted golden goatfish"
"329",5610,"Novaculichthys taeniourus","Bar-cheeked wrasse"
"330",5610,"Novaculichthys taeniourus","Carpet wrasse"
"331",5610,"Novaculichthys taeniourus","Dragon wrasse"
"332",5610,"Novaculichthys taeniourus","Masked wrasse"
"333",5610,"Novaculichthys taeniourus","Olive-scribbled wrasse"
"334",5610,"Novaculichthys taeniourus","Reindeer wrasse"
"335",5610,"Novaculichthys taeniourus","Rockmover"
"336",5610,"Novaculichthys taeniourus","Rockmover wrasse"
"337",5610,"Novaculichthys taeniourus","Tahiti sand wrasse"
"338",5610,"Novaculichthys taeniourus","Wrasse"
"339",6504,"Pomacanthus imperator","Angel fish"
"340",6504,"Pomacanthus imperator","Angelfish"
"341",6504,"Pomacanthus imperator","Emperor"
"342",6504,"Pomacanthus imperator","Emperor angelfish"
"343",6504,"Pomacanthus imperator","Imperial angelfish"
"344",6456,"Cephalopholis urodeta","Banded-tail coral-cod"
"345",6456,"Cephalopholis urodeta","Blackfin cod"
"346",6456,"Cephalopholis urodeta","Black-finange rock cod"
"347",6456,"Cephalopholis urodeta","Brown-finned rock-cod"
"348",6456,"Cephalopholis urodeta","Chevron rock-cod"
"349",6456,"Cephalopholis urodeta","Darkfin hind"
"350",6456,"Cephalopholis urodeta","Duskyfin hind"
"351",6456,"Cephalopholis urodeta","Duskyfin rockcod"
"352",6456,"Cephalopholis urodeta","Flagtail cod"
"353",6456,"Cephalopholis urodeta","Flagtail grouper"
"354",6456,"Cephalopholis urodeta","Flag-tail rock cod"
"355",6456,"Cephalopholis urodeta","Flagtail rockcod"
"356",6456,"Cephalopholis urodeta","Flag-tailed grouper"
"357",6456,"Cephalopholis urodeta","Flag-tailed rockcod"
"358",6456,"Cephalopholis urodeta","Flag-tailed rock-cod"
"359",6456,"Cephalopholis urodeta","Grouper"
"360",6456,"Cephalopholis urodeta","Sea bass"
"361",5598,"Cheilinus chlorourus","Dotted maori"
"362",5598,"Cheilinus chlorourus","Floral maori wrasse"
"363",5598,"Cheilinus chlorourus","Floral wrasse"
"364",5598,"Cheilinus chlorourus","Maori wrasse"
"365",5598,"Cheilinus chlorourus","Rainbowfish"
"366",5598,"Cheilinus chlorourus","Redspotted maori wrasse"
"367",5598,"Cheilinus chlorourus","Tripletail wrasse"
"368",5598,"Cheilinus chlorourus","White-dotted maori"
"369",5598,"Cheilinus chlorourus","White-dotted maori wrasse"
"370",5598,"Cheilinus chlorourus","Wrasse"
"371",5598,"Cheilinus chlorourus","Yellow-dotted maori wrasse"
"372",5598,"Cheilinus chlorourus","Yellow-dotted maori-wrasse"
"373",5598,"Cheilinus chlorourus","Yellow-dotted wrasse"
"374",5598,"Cheilinus chlorourus","Yellow-spotted maori-wrasse"
"375",5603,"Cheilinus trilobatus","Floral wrasse"
"376",5603,"Cheilinus trilobatus","Maori wrasse"
"377",5603,"Cheilinus trilobatus","Trilobed maori wrasse"
"378",5603,"Cheilinus trilobatus","Triple-tail maori"
"379",5603,"Cheilinus trilobatus","Tripletail Maori wrasse"
"380",5603,"Cheilinus trilobatus","Tripletail maori wrasse"
"381",5603,"Cheilinus trilobatus","Triple-tail maori wrasse"
"382",5603,"Cheilinus trilobatus","Triple-tail Maori wrasse"
"383",5603,"Cheilinus trilobatus","Tripletail wrasse"
"384",5603,"Cheilinus trilobatus","Triple-tail wrasse"
"385",5603,"Cheilinus trilobatus","Wrasse"
"386",5545,"Scarus forsteni","Big belly parrotfish"
"387",5545,"Scarus forsteni","Forsten parrotfish"
"388",5545,"Scarus forsteni","Forsten's parrotfish"
"389",5545,"Scarus forsteni","Princess parrotfish"
"390",5545,"Scarus forsteni","Rainbow parrotfish"
"391",5545,"Scarus forsteni","Tricolor parrotfish"
"392",5545,"Scarus forsteni","Tricolour parrotfish"
"393",5545,"Scarus forsteni","Whitespot parrotfish"
"394",5653,"Crenimugil crenilabis","Fringelip mullet"
"395",5653,"Crenimugil crenilabis","Grey mullet"
"396",5653,"Crenimugil crenilabis","Mullet"
"397",5653,"Crenimugil crenilabis","Tahiti mullet"
"398",5653,"Crenimugil crenilabis","Thicklip mullet"
"399",5653,"Crenimugil crenilabis","Wart-lipped mullet"
"400",5653,"Crenimugil crenilabis","Wartylip mullet"
"401",5653,"Crenimugil crenilabis","Warty-lip mullet"
"402",5653,"Crenimugil crenilabis","Warty-lipped mullet"
"403",5653,"Crenimugil crenilabis","Warty-nosed mullet"
"404",6362,"Plectorhinchus albovittatus","Giant sweetlips"
"405",6362,"Plectorhinchus albovittatus","Giant thicklip"
"406",6362,"Plectorhinchus albovittatus","Two-stripe sweetlips"
"407",6362,"Plectorhinchus albovittatus","Two-striped sweetlips"
"408",6362,"Plectorhinchus albovittatus","Yellow lined sweetlips"
"409",1150,"Heteropriacanthus cruentatus","Balarton"
"410",1150,"Heteropriacanthus cruentatus","Bigeye"
"411",1150,"Heteropriacanthus cruentatus","Blotched bigeye"
"412",1150,"Heteropriacanthus cruentatus","Bullseye"
"413",1150,"Heteropriacanthus cruentatus","Catalufa"
"414",1150,"Heteropriacanthus cruentatus","Duskyfin bigeye"
"415",1150,"Heteropriacanthus cruentatus","Dusky-finned bullseye"
"416",1150,"Heteropriacanthus cruentatus","Glass bigeye"
"417",1150,"Heteropriacanthus cruentatus","Glasseye"
"418",1150,"Heteropriacanthus cruentatus","Glasseye snapper"
"419",1150,"Heteropriacanthus cruentatus","Goggle-eye"
"420",1150,"Heteropriacanthus cruentatus","Moonshine conga"
"421",1150,"Heteropriacanthus cruentatus","Moonshine snapper"
"422",1150,"Heteropriacanthus cruentatus","Red bigeye"
"423",1150,"Heteropriacanthus cruentatus","Red big-eye"
"424",1150,"Heteropriacanthus cruentatus","Rock bullseye"
"425",5791,"Priacanthus hamrur","Bigeye"
"426",5791,"Priacanthus hamrur","Bigeye snapper"
"427",5791,"Priacanthus hamrur","Black-spot big-eye"
"428",5791,"Priacanthus hamrur","Bullseye"
"429",5791,"Priacanthus hamrur","Crescent tail bigeye"
"430",5791,"Priacanthus hamrur","Crescent-tail bigeye"
"431",5791,"Priacanthus hamrur","Dusky-finned bullseye"
"432",5791,"Priacanthus hamrur","Goggle eye"
"433",5791,"Priacanthus hamrur","Lunar tailed bigeye"
"434",5791,"Priacanthus hamrur","Lunartail bigeye"
"435",5791,"Priacanthus hamrur","Lunar-tailed bigeye"
"436",5791,"Priacanthus hamrur","Lunar-tailed bullseye"
"437",5791,"Priacanthus hamrur","Lunar-tailed glasseye"
"438",5791,"Priacanthus hamrur","Montail bigeye"
"439",5791,"Priacanthus hamrur","Moontail bullseye"
"440",5791,"Priacanthus hamrur","Red big eye"
"441",5791,"Priacanthus hamrur","Red bigeye"
"442",5791,"Priacanthus hamrur","Red bullseye"
"443",5791,"Priacanthus hamrur","Scad"
"444",5791,"Priacanthus hamrur","Spot-finned bull's eye"
"445",387,"Selar crumenophthalmus","Big eye scad"
"446",387,"Selar crumenophthalmus","Bigeye scad"
"447",387,"Selar crumenophthalmus","Bigeye Scad"
"448",387,"Selar crumenophthalmus","Big-eye scad"
"449",387,"Selar crumenophthalmus","Bigeye scad atulai"
"450",387,"Selar crumenophthalmus","Big-eyed scad"
"451",387,"Selar crumenophthalmus","Chicharro"
"452",387,"Selar crumenophthalmus","Goggle-eye"
"453",387,"Selar crumenophthalmus","Goggle-eyed scad"
"454",387,"Selar crumenophthalmus","Goggler"
"455",387,"Selar crumenophthalmus","Horse mackerel"
"456",387,"Selar crumenophthalmus","Horse-eye jack"
"457",387,"Selar crumenophthalmus","Jack"
"458",387,"Selar crumenophthalmus","Jackfish"
"459",387,"Selar crumenophthalmus","Purse-eye scad"
"460",387,"Selar crumenophthalmus","Purse-eyed scad"
"461",387,"Selar crumenophthalmus","Scad"
"462",387,"Selar crumenophthalmus","Silver scad"
"463",387,"Selar crumenophthalmus","Steenbrass"
"464",4461,"Epinephelus tauvina","Cod"
"465",4461,"Epinephelus tauvina","Estuary rock cod"
"466",4461,"Epinephelus tauvina","Estuary rock-cod"
"467",4461,"Epinephelus tauvina","Giant grouper"
"468",4461,"Epinephelus tauvina","Greasy cod"
"469",4461,"Epinephelus tauvina","Greasy grouper"
"470",4461,"Epinephelus tauvina","Greasy reef cod"
"471",4461,"Epinephelus tauvina","Greasy rock cod"
"472",4461,"Epinephelus tauvina","Greasy rockcod"
"473",4461,"Epinephelus tauvina","Great reef cod"
"474",4461,"Epinephelus tauvina","Green grouper"
"475",4461,"Epinephelus tauvina","Grouper"
"476",4461,"Epinephelus tauvina","Malabar grouper"
"477",4461,"Epinephelus tauvina","Orange-spotted grouper"
"478",4461,"Epinephelus tauvina","Reef cod"
"479",4461,"Epinephelus tauvina","Rockcod"
"480",4461,"Epinephelus tauvina","Seabass"
"481",4461,"Epinephelus tauvina","Speckled rockcod"
"482",4461,"Epinephelus tauvina","Spotted grouper"
"483",4461,"Epinephelus tauvina","Spotted sea bass"
"484",6439,"Epinephelus malabaricus","Blackspot cod"
"485",6439,"Epinephelus malabaricus","Blackspotted rockcod"
"486",6439,"Epinephelus malabaricus","Brown-spotted grouper"
"487",6439,"Epinephelus malabaricus","Estuary cod"
"488",6439,"Epinephelus malabaricus","Estuary rock-cod"
"489",6439,"Epinephelus malabaricus","Giant rock cod"
"490",6439,"Epinephelus malabaricus","Greasy grouper"
"491",6439,"Epinephelus malabaricus","Grouper"
