"date","samplingTrip","recorder","location","commonName","sciName","length_cm","count","sex","notes","photoID","start_time","stop_time","ownership","nearestLandmark","gear","bait","samplersNumber","depth"
"2017-04-23","1","Drew","Indo","Big-eye bream","Monotaxis grandoculis	","","1","","","","","","","","","","",""
